"CONTROL_NUMBER","DONATED","DONATION_AMT","DONOR_AGE","URBANICITY","DONOR_GENDER","HOME_OWNER","INCOME_LEVEL","SES","MEDIAN_HOME_VALUE","MEDIAN_HOUSEHOLD_INCOME","DONATION_RESPONSE","MONTHS_SINCE_LAST_GIFT","EMAILS_12","LIFETIME_GIFT_COUNT","LIFETIME_EMAILS","LIFETIME_GIFT_AMOUNT","LIFETIME_MAX_GIFT_AMT","LIFETIME_MIN_GIFT_AMT","LIFETIME_AVG_GIFT_AMT"
154576,FALSE,NA,NA,"T","M","H",4,"35",1678000,559000,0,23,19,2,12,5000,2500,2500,2500
154611,TRUE,500,76,"T","F","H",2,"40",1099000,366000,8,15,19,6,10,2900,1000,300,483
154614,TRUE,2000,NA,"T","F","U",NA,"35",1709000,511000,0,18,14,2,9,3000,2000,1000,1500
154618,FALSE,NA,65,"T","M","H",2,"39",922000,218000,5,20,18,8,14,7000,1000,500,875
154631,FALSE,NA,54,"T","F","H",3,"39",1019000,321000,10,15,13,9,21,21800,2900,1300,2422
154668,TRUE,1500,71,"T","F","U",NA,"36",690000,315000,0,18,19,19,32,21900,1800,300,1153
154670,FALSE,NA,NA,"R","F","U",NA,"51",575000,168000,0,15,21,6,11,5300,1200,500,883
154672,FALSE,NA,57,"?","U","H",6,".",1977000,417000,1,17,16,1,6,2000,2000,2000,2000
154678,FALSE,NA,56,"?","U","H",4,".",1231000,467000,3,18,15,7,17,6600,1500,500,943
154683,FALSE,NA,71,"?","F","H",1,".",883000,270000,0,19,19,15,30,19600,2800,300,1307
154697,FALSE,NA,27,"R","F","H",3,"42",1279000,4e+05,0,25,18,3,14,4500,2000,500,1500
154709,TRUE,500,NA,"S","F","U",NA,"19",1431000,291000,0,21,14,2,9,2600,1600,1000,1300
154724,FALSE,NA,79,"T","F","H",3,"35",1656000,356000,0,16,17,1,6,2500,2500,2500,2500
154732,FALSE,NA,NA,"C","M","H",6,"28",1321000,353000,3,17,19,5,11,6700,2000,600,1340
154745,TRUE,500,55,"T","M","H",7,"40",996000,309000,0,18,18,5,15,5000,2000,500,1000
154760,FALSE,NA,NA,"U","U","U",NA,"10",845000,293000,0,26,13,3,12,2700,1700,500,900
154773,FALSE,NA,NA,"U","F","U",NA,"10",746000,192000,0,16,19,21,29,8400,1000,100,400
154799,TRUE,5000,NA,"R","M","U",NA,"44",1314000,363000,0,17,17,6,17,10500,3000,100,1750
154805,FALSE,NA,34,"U","U","H",5,"8",1306000,365000,3,16,16,1,5,1500,1500,1500,1500
154811,FALSE,NA,65,"S","M","H",2,"19",1134000,3e+05,3,18,14,2,8,2500,2000,500,1250
154816,FALSE,NA,59,"U","M","U",NA,"8",730000,247000,0,18,14,3,12,3500,1500,500,1167
154839,FALSE,NA,61,"S","M","H",4,"21",1164000,294000,0,17,19,4,22,9400,3400,1000,2350
154851,FALSE,NA,31,"S","F","H",5,"18",1410000,418000,0,17,18,1,6,2300,2300,2300,2300
154858,FALSE,NA,71,"S","M","H",5,"18",1410000,418000,0,18,19,2,12,4500,2500,2000,2250
154859,FALSE,NA,28,"S","F","H",4,"18",1419000,483000,1,16,20,5,14,5400,2000,500,1080
154860,FALSE,NA,37,"C","F","U",4,"30",1161000,89000,0,15,20,6,14,6300,1300,500,1050
154870,FALSE,NA,NA,"S","M","H",6,"18",1419000,483000,2,17,17,16,25,13100,2000,200,819
154883,FALSE,NA,50,"?","U","H",4,".",1473000,424000,0,15,19,4,16,10000,2500,2500,2500
154892,TRUE,900,59,"C","F","H",6,"31",1353000,218000,0,18,20,20,30,14100,1000,500,705
154919,FALSE,NA,47,"C","F","H",4,"30",956000,318000,0,21,16,2,9,2600,1600,1000,1300
154931,TRUE,1000,NA,"C","F","U",NA,"28",1809000,454000,0,19,20,6,14,4800,1000,500,800
154935,FALSE,NA,54,"T","F","H",4,"40",933000,321000,6,18,21,3,15,5000,2500,500,1667
154938,FALSE,NA,50,"T","U","H",4,"40",1244000,334000,0,25,17,6,17,8700,2000,500,1450
154946,FALSE,NA,42,"T","F","H",4,"39",1005000,340000,1,18,13,3,13,5000,2000,1000,1667
154954,FALSE,NA,57,"T","M","H",2,"40",1297000,357000,1,25,18,7,28,10800,2000,1000,1543
154976,FALSE,NA,41,"S","F","H",5,"20",1579000,337000,0,25,17,5,16,6000,1500,1000,1200
154977,FALSE,NA,55,"S","F","H",7,"14",1593000,625000,0,15,21,12,15,5900,1000,300,492
154979,FALSE,NA,54,"S","M","H",4,"18",1139000,350000,6,18,19,5,20,12000,2500,2000,2400
154986,FALSE,NA,65,"S","M","H",1,"18",1139000,350000,0,20,18,7,19,6100,1500,500,871
155027,FALSE,NA,30,"C","M","U",1,"25",857000,203000,1,21,18,8,18,10900,1600,1000,1363
155030,FALSE,NA,47,"C","U","U",NA,"26",930000,198000,0,23,15,22,22,19000,1100,500,864
155033,FALSE,NA,56,"S","U","U",NA,"12",1651000,534000,0,18,11,8,21,11300,3500,300,1413
155036,FALSE,NA,NA,"S","F","U",NA,"16",1065000,3e+05,0,18,19,12,24,11500,1300,500,958
155037,FALSE,NA,77,"S","M","H",1,"12",1651000,534000,6,16,20,14,26,12900,1300,500,921
155040,TRUE,2500,37,"S","U","U",NA,"11",1382000,316000,0,16,19,23,33,35000,2500,700,1522
155045,TRUE,1000,NA,"R","M","U",NA,"53",468000,254000,0,15,19,4,9,3200,1000,500,800
155056,FALSE,NA,51,"S","M","N",1,"12",1632000,497000,0,23,14,2,7,2800,2000,800,1400
155058,FALSE,NA,NA,"S","M","U",NA,"16",1030000,252000,0,24,18,8,22,21900,3500,2000,2738
155075,FALSE,NA,NA,"R","F","H",5,"46",1402000,360000,1,19,18,3,14,4500,2000,1000,1500
155078,FALSE,NA,50,"R","M","H",5,"49",1229000,357000,0,16,19,4,15,4200,1600,500,1050
155086,FALSE,NA,NA,"R","F","U",NA,"46",1387000,356000,0,18,19,10,22,12500,2000,500,1250
155091,FALSE,NA,29,"S","F","H",5,"15",1223000,249000,0,16,17,1,6,3000,3000,3000,3000
155103,FALSE,NA,58,"S","M","U",NA,"20",1178000,322000,0,26,13,2,8,2000,1500,500,1000
155114,TRUE,1400,16,"S","U","U",NA,"17",1176000,251000,0,18,19,9,20,8200,1200,500,911
155130,TRUE,450,48,"S","M","H",5,"12",1715000,607000,6,15,20,5,9,2400,1000,300,480
155135,TRUE,700,67,"S","M","H",4,"21",903000,321000,9,17,19,4,11,2700,1000,500,675
155149,FALSE,NA,52,"S","M","H",7,"12",1620000,559000,0,25,15,13,29,14700,2600,500,1131
155157,TRUE,1200,NA,"U","F","U",NA,"8",955000,329000,0,15,19,3,8,3700,1500,1000,1233
155158,FALSE,NA,41,"U","F","U",NA,"8",955000,329000,0,15,14,2,9,2500,1500,1000,1250
155212,FALSE,NA,NA,"S","F","U",NA,"18",1005000,337000,0,18,19,12,29,8000,1100,500,667
155223,FALSE,NA,75,"C","M","H",3,"24",1805000,479000,0,18,14,1,5,2000,2000,2000,2000
155224,FALSE,NA,NA,"C","F","H",4,"27",1221000,398000,0,24,15,2,10,2600,1600,1000,1300
155240,TRUE,1500,75,"C","F","H",2,"28",1167000,211000,0,18,17,7,18,7800,1600,500,1114
155248,FALSE,NA,NA,"C","U","N",1,"27",1805000,479000,0,18,20,8,22,7700,1500,500,963
155257,FALSE,NA,NA,"R","F","U",NA,"48",683000,125000,0,16,20,12,23,8500,1500,200,708
155259,FALSE,NA,77,"R","M","H",5,"49",1309000,352000,0,26,14,5,22,5600,2000,500,1120
155266,TRUE,1100,NA,"C","F","H",1,"30",641000,123000,0,18,17,54,35,51100,2200,300,946
155311,FALSE,NA,70,"T","F","H",4,"36",983000,259000,0,23,16,4,15,4600,1500,500,1150
155328,FALSE,NA,NA,"T","F","H",4,"37",1613000,366000,0,20,20,17,30,23000,2000,300,1353
155329,FALSE,NA,57,"T","M","U",NA,"35",983000,259000,0,26,14,31,31,23800,1100,300,768
155330,FALSE,NA,17,"T","F","U",NA,"35",1916000,424000,0,19,20,26,30,21200,1200,200,815
155347,FALSE,NA,72,"U","F","H",1,"8",878000,296000,19,23,11,1,5,1500,1500,1500,1500
155350,FALSE,NA,64,"U","M","H",5,"2",1284000,461000,5,16,20,8,11,4500,700,400,563
155371,FALSE,NA,74,"U","U","N",3,"8",878000,296000,0,24,18,19,30,12900,1000,300,679
155375,TRUE,600,75,"S","F","N",2,"18",889000,398000,0,15,17,13,31,7600,1000,500,585
155381,FALSE,NA,85,"U","F","H",2,"10",788000,172000,6,15,13,18,27,9700,1000,500,539
155382,TRUE,3000,64,"U","F","U",2,"7",978000,290000,1,26,15,20,28,31700,3000,500,1585
155388,TRUE,2000,65,"S","F","H",4,"16",883000,322000,0,15,17,2,7,2500,1500,1000,1250
155397,FALSE,NA,41,"U","F","H",4,"8",861000,323000,6,18,18,6,17,5800,1500,500,967
155402,FALSE,NA,78,"C","M","U",NA,"30",816000,223000,0,15,16,38,31,7700,600,100,203
155423,FALSE,NA,NA,"U","M","U",NA,"10",940000,215000,0,17,16,1,6,2500,2500,2500,2500
155426,FALSE,NA,56,"U","F","U",2,"8",412000,243000,0,17,15,1,5,1500,1500,1500,1500
155438,FALSE,NA,86,"U","F","U",NA,"8",1038000,249000,0,17,17,15,26,8700,1200,200,580
155449,FALSE,NA,70,"U","F","H",2,"10",704000,245000,0,18,11,5,15,7900,2500,500,1580
155468,FALSE,NA,69,"C","F","H",2,"27",1829000,528000,0,18,19,10,28,12400,1700,500,1240
155472,FALSE,NA,NA,"S","M","U",1,"17",1448000,332000,2,17,14,1,5,1500,1500,1500,1500
155478,TRUE,1500,44,"C","F","H",4,"30",0,338000,1,18,19,6,11,8500,2000,1000,1417
155516,FALSE,NA,42,"C","M","H",4,"30",893000,402000,0,15,16,2,10,4000,2000,2000,2000
155523,FALSE,NA,71,"C","F","H",3,"26",1185000,244000,0,22,16,3,9,3200,1500,200,1067
155524,FALSE,NA,48,"C","M","H",5,"27",1380000,432000,7,17,16,3,13,4200,1700,1000,1400
155528,TRUE,1000,76,"C","F","U",NA,"26",1185000,244000,0,16,12,6,14,5800,1200,500,967
155541,TRUE,1000,63,"T","M","H",7,"35",2236000,546000,13,18,17,14,24,13700,1400,500,979
155550,FALSE,NA,73,"C","F","N",1,"27",1176000,287000,1,18,17,21,30,14800,1200,300,705
155553,TRUE,500,15,"C","F","N",2,"27",1348000,386000,3,6,22,25,29,15100,2500,200,604
155555,FALSE,NA,72,"C","U","H",5,"24",1578000,434000,14,17,19,17,31,23300,2000,500,1371
155558,FALSE,NA,33,"C","M","H",4,"25",1293000,219000,0,18,19,12,33,14300,1500,500,1192
155565,FALSE,NA,37,"S","F","H",4,"19",1391000,329000,20,25,17,3,18,5100,2100,1500,1700
155567,FALSE,NA,56,"S","U","U",NA,"19",1391000,329000,0,18,19,13,24,18000,2500,500,1385
155569,TRUE,2000,70,"S","M","H",7,"12",1691000,5e+05,3,26,14,3,15,4300,1500,1300,1433
155577,FALSE,NA,63,"S","M","N",3,"20",1411000,422000,25,17,20,17,26,12300,1200,500,724
155602,TRUE,2500,77,"C","M","H",4,"24",1426000,435000,17,21,18,7,21,14100,2500,500,2014
155603,FALSE,NA,31,"C","F","H",6,"25",1500000,269000,2,15,17,8,20,8200,1500,500,1025
155604,FALSE,NA,77,"C","M","H",5,"27",1368000,406000,2,15,15,12,22,19500,2500,500,1625
155607,TRUE,3800,43,"S","F","H",7,"14",3152000,853000,0,15,19,16,26,54400,4000,2000,3400
155620,FALSE,NA,58,"C","F","U",NA,"22",1338000,345000,0,21,15,6,23,5600,1600,300,933
155624,FALSE,NA,67,"S","U","H",6,"13",2196000,666000,0,17,19,6,30,12700,3500,300,2117
155628,TRUE,4421,NA,"?","U","U",NA,".",2165000,527000,0,18,18,2,14,5136,3301,1835,2568
155642,TRUE,1200,NA,"C","U","U",NA,"25",1034000,176000,0,17,19,10,18,9000,1300,500,900
155653,TRUE,2500,47,"T","F","H",7,"40",2113000,536000,1,17,14,1,5,2000,2000,2000,2000
155658,FALSE,NA,35,"T","F","H",7,"35",1261000,366000,0,19,18,6,14,4000,1000,600,667
155686,FALSE,NA,49,"S","M","N",1,"12",1713000,456000,35,25,17,5,23,20000,5000,2000,4000
155702,FALSE,NA,NA,"S","U","H",7,"19",1217000,358000,0,20,18,5,15,4700,1500,500,940
155726,FALSE,NA,79,"T","F","U",2,"38",1326000,224000,3,21,16,6,20,6300,1500,600,1050
155729,FALSE,NA,77,"T","F","N",1,"41",1543000,315000,0,18,12,19,26,12800,1000,300,674
155749,FALSE,NA,55,"R","M","H",4,"46",1246000,221000,0,18,20,6,21,6300,2500,300,1050
155763,FALSE,NA,NA,"C","F","U",NA,"33",769000,222000,0,22,18,6,16,5700,1500,500,950
155782,FALSE,NA,78,"C","F","H",4,"33",857000,184000,3,17,19,13,23,5500,1000,200,423
155799,FALSE,NA,40,"C","F","H",4,"28",1200000,372000,1,20,11,4,8,3600,1500,500,900
155812,FALSE,NA,NA,"C","M","U",NA,"28",893000,248000,0,26,16,3,13,6500,2500,2000,2167
155819,FALSE,NA,NA,"T","F","H",3,"37",1234000,232000,2,20,18,4,16,4600,2000,500,1150
155831,FALSE,NA,70,"T","F","H",2,"37",1234000,232000,1,17,19,9,24,9100,1500,500,1011
155839,FALSE,NA,81,"T","M","N",1,"37",1894000,453000,3,17,19,13,28,15900,2000,500,1223
155851,TRUE,2000,35,"C","F","H",4,"29",978000,2e+05,3,23,12,1,6,2000,2000,2000,2000
155855,FALSE,NA,79,"C","F","N",1,"29",889000,215000,0,16,12,3,9,4400,2200,1000,1467
155856,TRUE,1000,82,"C","F","N",1,"27",1207000,284000,1,18,18,4,10,2900,1100,500,725
155861,FALSE,NA,NA,"C","M","U",3,"29",1125000,195000,24,19,18,7,15,6900,1500,500,986
155878,FALSE,NA,74,"C","F","H",4,"29",978000,2e+05,2,25,11,7,20,8500,2500,500,1214
155898,FALSE,NA,NA,"C","F","U",NA,"28",811000,193000,0,24,17,4,14,3900,1500,500,975
155907,TRUE,1500,NA,"T","F","H",4,"41",713000,212000,0,19,19,7,23,9100,1500,1000,1300
155921,TRUE,2500,77,"R","M","U",NA,"42",1483000,306000,0,19,19,13,32,18300,2600,500,1408
155943,TRUE,1200,75,"C","M","H",3,"27",1309000,409000,0,15,16,3,9,3600,1400,1000,1200
155963,TRUE,1000,74,"C","F","H",4,"27",1272000,405000,2,18,19,13,24,9000,1200,200,692
155965,FALSE,NA,57,"C","M","H",4,"27",1272000,405000,1,18,19,14,31,34600,3100,1500,2471
155967,TRUE,500,77,"C","F","U",2,"27",2521000,412000,5,21,16,36,32,20000,700,300,556
155970,TRUE,3000,53,"C","F","H",7,"24",1555000,522000,0,17,16,4,10,11500,5000,2000,2875
155972,FALSE,NA,42,"C","M","H",3,"24",2444000,358000,1,20,18,6,13,4000,1000,500,667
155973,FALSE,NA,NA,"C","F","U",NA,"27",1555000,522000,0,19,19,9,13,6592,1200,192,732
155975,FALSE,NA,49,"C","F","H",7,"24",2232000,632000,0,17,19,3,13,4000,2500,500,1333
156034,TRUE,1500,37,"T","M","H",5,"40",1873000,394000,0,24,10,1,6,2000,2000,2000,2000
156055,FALSE,NA,35,"T","M","H",4,"36",1742000,469000,1,15,19,7,10,3100,600,300,443
156077,TRUE,1500,41,"T","F","H",4,"36",1180000,232000,0,19,19,12,23,11600,2000,500,967
156101,FALSE,NA,NA,"T","M","U",NA,"39",1137000,342000,0,15,21,21,30,39900,4000,300,1900
156112,FALSE,NA,71,"C","M","H",4,"33",1089000,230000,0,16,20,20,29,18600,1300,300,930
156123,FALSE,NA,NA,"C","F","U",NA,"33",1089000,230000,0,16,20,8,14,5900,1000,500,738
156141,FALSE,NA,NA,"T","U","U",NA,"40",1773000,414000,0,19,15,3,11,3000,1500,500,1000
156143,FALSE,NA,76,"T","F","H",5,"40",1172000,313000,0,17,18,4,16,3300,1500,300,825
156152,TRUE,1600,72,"T","F","H",5,"37",1115000,313000,23,17,20,16,24,18300,1700,500,1144
156158,FALSE,NA,81,"T","U","H",4,"37",979000,218000,0,17,18,2,9,2500,1500,1000,1250
156162,FALSE,NA,NA,"T","M","U",1,"37",833000,209000,0,17,22,4,13,5000,1500,1000,1250
156174,TRUE,1000,71,"C","M","H",3,"28",899000,479000,0,16,20,9,17,8500,1000,500,944
156175,FALSE,NA,NA,"T","M","U",NA,"37",979000,218000,0,24,15,4,16,5200,1500,1000,1300
156179,FALSE,NA,83,"C","F","H",2,"29",979000,218000,4,15,19,14,23,13000,1000,500,929
156190,FALSE,NA,NA,"T","F","U",NA,"40",1364000,459000,0,19,18,20,26,16700,1000,500,835
156200,FALSE,NA,78,"C","M","H",4,"29",833000,209000,0,17,11,30,29,31600,2000,500,1053
156217,FALSE,NA,57,"T","M","U",5,"35",2074000,495000,0,26,13,3,20,5000,2000,1000,1667
156219,FALSE,NA,NA,"T","F","U",NA,"35",1982000,440000,0,15,17,2,6,3500,2500,1000,1750
156224,TRUE,3000,50,"T","M","H",7,"35",4933000,691000,11,26,16,2,11,5300,3000,2300,2650
156233,FALSE,NA,35,"T","F","H",5,"35",2123000,458000,0,19,18,3,11,5000,1800,1500,1667
156237,FALSE,NA,29,"T","M","U",2,"35",1743000,459000,2,26,13,2,10,2500,2000,500,1250
156245,FALSE,NA,26,"T","M","U",NA,"35",1742000,469000,0,15,18,3,7,3000,1000,1000,1000
156255,FALSE,NA,70,"T","F","H",4,"40",1911000,4e+05,16,19,20,7,18,6500,2000,300,929
156266,TRUE,2000,60,"R","F","H",7,"42",3921000,413000,4,18,17,7,22,9500,1800,500,1357
156288,FALSE,NA,NA,"T","F","H",4,"40",789000,2e+05,0,20,15,7,26,12400,2000,1000,1771
156307,FALSE,NA,NA,"?","M","U",NA,".",2165000,373000,0,15,17,2,7,3000,2000,1000,1500
156324,TRUE,1500,NA,"S","U","U",NA,"15",2016000,431000,0,16,21,4,14,3500,1500,500,875
156331,FALSE,NA,57,"S","F","U",NA,"12",736000,205000,0,26,14,3,13,5500,2500,1000,1833
156335,FALSE,NA,76,"S","F","U",NA,"13",3064000,658000,0,24,19,11,25,18200,2500,1000,1655
156343,FALSE,NA,NA,"?","M","U",NA,".",1663000,375000,0,18,17,17,27,15200,1300,300,894
156344,TRUE,1000,NA,"S","M","U",NA,"14",2917000,625000,0,15,17,11,26,11100,1500,500,1009
156350,FALSE,NA,56,"S","F","U",NA,"11",1903000,546000,0,17,15,19,29,14000,1000,300,737
156352,FALSE,NA,81,"C","M","H",7,"24",2881000,509000,1,16,14,1,5,1500,1500,1500,1500
156354,FALSE,NA,40,"C","M","H",7,"24",3092000,455000,2,22,18,5,12,3500,1000,500,700
156366,FALSE,NA,63,"S","F","H",6,"13",5913000,1013000,0,17,14,2,9,3200,1700,1500,1600
156372,FALSE,NA,67,"S","M","H",3,"13",5869000,665000,8,26,16,3,16,8000,5000,1000,2667
156378,TRUE,1300,69,"S","F","H",6,"13",5e+06,738000,0,19,19,12,22,13200,1700,500,1100
156390,FALSE,NA,68,"U","F","H",6,"2",3365000,810000,1,15,9,1,3,1500,1500,1500,1500
156393,FALSE,NA,49,"U","F","U",NA,"2",3365000,810000,0,21,11,1,5,1500,1500,1500,1500
156414,TRUE,2000,81,"U","F","H",4,"1",2184000,351000,2,24,17,4,18,5000,2000,500,1250
156428,TRUE,900,71,"U","F","U",NA,"1",1610000,317000,0,18,20,18,25,14500,1300,300,806
156437,TRUE,2700,63,"U","M","H",4,"7",2130000,315000,22,16,15,1,5,1500,1500,1500,1500
156449,TRUE,2000,61,"U","F","U",2,"2",3261000,364000,0,21,18,4,11,3300,1100,500,825
156453,FALSE,NA,70,"U","F","U",NA,"9",1905000,407000,0,18,18,8,15,7600,1300,500,950
156457,TRUE,2500,44,"U","F","U",NA,"4",0,0,0,16,20,3,13,4500,2500,500,1500
156462,FALSE,NA,35,"U","F","H",6,"3",3254000,481000,0,19,19,5,17,6800,2500,500,1360
156472,FALSE,NA,7,"U","M","H",4,"3",3357000,491000,3,17,19,7,20,6400,1500,300,914
156473,TRUE,600,81,"U","F","H",4,"7",2130000,315000,3,15,19,17,23,9700,900,300,571
156483,FALSE,NA,49,"U","M","H",4,"9",1463000,371000,0,18,18,12,27,11100,1500,300,925
156485,TRUE,1000,56,"U","F","N",2,"3",2433000,403000,5,26,13,15,25,9400,1200,300,627
156488,FALSE,NA,NA,"U","F","U",NA,"6",2446000,481000,0,17,19,16,30,15800,3000,300,988
156505,FALSE,NA,49,"C","M","H",6,"22",3056000,576000,2,16,19,5,17,7000,2000,500,1400
156510,FALSE,NA,55,"C","F","H",7,"22",2493000,816000,0,16,20,8,22,9900,1500,1000,1238
156537,FALSE,NA,29,"C","F","H",6,"26",1972000,374000,4,18,19,4,10,3700,1100,500,925
156554,FALSE,NA,33,"S","F","H",6,"14",2620000,697000,0,17,19,4,16,7300,2500,300,1825
156557,FALSE,NA,43,"S","F","H",7,"14",2379000,622000,2,18,11,9,17,11200,2000,500,1244
156559,TRUE,1200,51,"S","M","H",7,"12",2158000,576000,0,15,20,7,17,6900,1500,500,986
156568,TRUE,7500,48,"S","U","U",NA,"14",3020000,756000,0,21,19,12,24,48100,7000,500,4008
156572,TRUE,2500,NA,"S","M","H",7,"11",3092000,578000,0,15,20,9,20,15600,2500,500,1733
156576,FALSE,NA,65,"U","M","H",7,"7",1431000,393000,0,21,19,6,24,13300,2700,1500,2217
156591,FALSE,NA,64,"U","M","H",6,"2",2574000,624000,21,22,14,10,29,9400,1600,500,940
156598,FALSE,NA,33,"S","F","U",NA,"15",2184000,302000,0,21,18,2,9,2500,2000,500,1250
156602,FALSE,NA,NA,"S","M","U",NA,"17",1191000,364000,0,18,16,2,10,4200,2200,2000,2100
156614,FALSE,NA,61,"S","M","U",NA,"13",911000,394000,0,22,18,5,15,7100,2000,1000,1420
156618,TRUE,2500,53,"S","U","U",NA,"17",2043000,364000,0,15,15,6,17,5800,1500,500,967
156651,FALSE,NA,NA,"U","M","U",NA,"7",1900000,335000,0,18,19,2,11,15300,10000,5300,7650
156664,FALSE,NA,NA,"U","M","U",NA,"7",2060000,449000,0,18,19,6,18,7700,2300,500,1283
156674,TRUE,2000,50,"S","F","U",NA,"14",3469000,656000,0,22,19,16,32,27700,5000,500,1731
156685,FALSE,NA,71,"?","F","H",4,".",5227000,980000,0,19,14,1,6,2500,2500,2500,2500
156695,FALSE,NA,41,"?","F","H",5,".",1935000,497000,0,25,18,4,15,5500,2000,500,1375
156712,TRUE,2500,NA,"U","F","U",NA,"6",2627000,576000,0,15,17,2,6,3500,2000,1500,1750
156715,FALSE,NA,NA,"U","F","U",NA,"6",1908000,409000,0,16,20,2,8,2500,1500,1000,1250
156730,FALSE,NA,NA,"U","F","U",NA,"7",1840000,305000,0,16,21,3,14,3500,2000,500,1167
156734,FALSE,NA,NA,"U","F","U",NA,"6",1905000,457000,0,19,18,7,17,6100,1200,500,871
156770,TRUE,1500,59,"U","M","U",NA,"2",2046000,426000,0,18,15,9,21,7200,1500,300,800
156780,FALSE,NA,77,"U","M","U",NA,"7",2409000,279000,0,20,19,2,14,8000,4500,3500,4000
156784,FALSE,NA,62,"U","M","U",NA,"2",2114000,526000,0,16,15,1,5,1800,1800,1800,1800
156785,FALSE,NA,77,"U","M","H",4,"6",1914000,435000,0,15,17,2,7,2500,1500,1000,1250
156793,FALSE,NA,NA,"U","M","U",NA,"6",1842000,424000,0,18,18,4,12,6500,2000,1000,1625
156794,FALSE,NA,32,"U","M","U",NA,"8",1867000,402000,0,24,13,2,9,4000,2000,2000,2000
156817,TRUE,2000,NA,"U","F","U",NA,"7",1796000,266000,0,16,16,1,6,2000,2000,2000,2000
156818,FALSE,NA,NA,"U","F","U",NA,"6",1875000,475000,0,15,13,1,5,1500,1500,1500,1500
156820,FALSE,NA,NA,"U","M","U",NA,"6",1622000,294000,0,22,10,1,5,2000,2000,2000,2000
156821,FALSE,NA,NA,"U","U","U",NA,"6",1939000,377000,0,18,14,2,8,3000,1500,1500,1500
156835,FALSE,NA,47,"S","M","U",NA,"12",2289000,554000,0,16,15,1,5,1500,1500,1500,1500
156837,FALSE,NA,68,"S","M","U",NA,"13",2471000,577000,0,18,18,4,13,5600,2000,600,1400
156866,TRUE,2500,75,"U","M","H",5,"2",3393000,537000,6,19,19,2,8,4000,2500,1500,2000
156869,FALSE,NA,45,"U","F","H",7,"2",2392000,553000,0,16,17,2,7,3000,2000,1000,1500
156876,FALSE,NA,70,"U","U","H",7,"3",2472000,571000,14,19,19,4,12,5500,2000,1000,1375
156877,FALSE,NA,84,"U","M","N",1,"3",3821000,702000,13,18,14,2,7,2500,2000,500,1250
156880,FALSE,NA,29,"U","F","H",5,"2",3329000,680000,0,26,15,4,12,5600,1600,1000,1400
156881,FALSE,NA,47,"U","F","H",6,"2",1174000,688000,9,19,19,4,13,5200,1700,1000,1300
156884,FALSE,NA,57,"U","M","H",5,"2",3298000,682000,3,20,14,3,12,3500,1500,1000,1167
156885,TRUE,1500,75,"C","F","H",2,"29",1803000,281000,0,23,14,3,11,3000,1500,500,1000
156890,FALSE,NA,39,"U","M","H",6,"2",3908000,737000,1,18,19,3,14,6600,5000,500,2200
156903,TRUE,300,58,"U","M","N",2,"6",2307000,477000,2,15,17,14,15,4500,700,100,321
156929,TRUE,1500,NA,"U","U","N",2,"7",2688000,306000,0,23,17,14,28,12100,1200,500,864
156937,TRUE,1700,39,"U","M","H",6,"3",1605000,416000,10,20,11,1,5,1500,1500,1500,1500
156944,FALSE,NA,NA,"U","F","U",NA,"9",1313000,129000,0,15,20,4,10,2500,1200,300,625
156954,FALSE,NA,53,"S","M","H",7,"14",2857000,630000,0,15,20,10,21,21300,3200,1500,2130
156959,FALSE,NA,NA,"U","M","U",NA,"7",2188000,367000,0,18,19,6,23,14100,4000,1000,2350
156961,FALSE,NA,80,"S","U","H",6,"12",2312000,572000,20,18,12,12,15,25200,4000,1000,2100
156997,TRUE,2500,NA,"U","F","U",NA,"4",1869000,358000,0,23,14,2,9,4000,2000,2000,2000
157003,FALSE,NA,48,"U","F","U",NA,"3",2822000,463000,0,15,19,11,17,13300,2100,500,1209
157008,FALSE,NA,66,"U","M","H",6,"3",2854000,649000,13,16,20,10,21,10100,1500,500,1010
157036,FALSE,NA,70,"U","U","H",4,"1",4083000,284000,1,15,12,23,21,26900,2000,500,1170
157039,TRUE,700,75,"U","M","H",4,"3",2854000,649000,11,15,15,12,30,7700,1100,500,642
157058,FALSE,NA,51,"S","F","H",6,"14",5939000,1500000,0,18,19,8,16,6300,1000,500,788
157061,TRUE,2500,NA,"S","F","U",NA,"13",5886000,1096000,0,21,19,3,16,6000,3000,500,2000
157100,TRUE,2700,50,"T","F","U",NA,"34",2556000,490000,0,16,21,11,24,19000,3100,200,1727
157104,FALSE,NA,83,"S","F","H",7,"11",3737000,417000,0,17,11,15,24,11300,1100,300,753
157106,TRUE,2600,46,"T","F","H",6,"35",5886000,1096000,14,20,19,32,35,61800,5000,500,1931
157108,FALSE,NA,NA,"S","M","U",NA,"11",4725000,367000,0,26,14,5,17,6700,1600,1000,1340
157111,FALSE,NA,NA,"C","F","N",2,"23",869000,276000,0,16,28,3,18,6000,2000,2000,2000
157126,FALSE,NA,57,"U","F","H",5,"2",2331000,395000,0,17,18,4,10,2700,1000,500,675
157131,FALSE,NA,82,"C","F","N",1,"29",761000,5e+05,1,19,19,4,15,6200,2000,1000,1550
157153,TRUE,1500,82,"C","M","H",4,"29",1058000,286000,0,16,20,12,24,23800,3000,500,1983
157182,FALSE,NA,NA,"S","U","U",NA,"15",3261000,364000,0,23,20,15,29,14600,1500,400,973
157185,TRUE,500,NA,"C","F","N",3,"23",1878000,523000,0,16,20,23,27,15607,1500,7,679
